R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_sapm,B_sapm,R_str_def,B_str_def,R_td_def,B_td_def,grapple_ratio_diff,striker_vs_wrestler,wrestler_vs_striker,southpaw_adv_diff,both_southpaw,weightclass_rank_diff,div_womens_strawweight,div_womens_flyweight,div_womens_bantamweight,div_womens_featherweight,div_flyweight,div_bantamweight,div_featherweight,div_lightweight,div_welterweight,div_middleweight,div_light_heavyweight,div_heavyweight,R_head_acc,B_head_acc,R_body_acc,B_body_acc,R_leg_acc,B_leg_acc,R_head_def,B_head_def,R_body_def,B_body_def,R_dist_def,B_dist_def,R_ground_def,B_ground_def,R_elo,B_elo,R_glicko,B_glicko,R_glicko_rd,B_glicko_rd,R_recent_win_rate,B_recent_win_rate,R_recent_finish_rate,B_recent_finish_rate,R_sos,B_sos,R_str_acc_slope,B_str_acc_slope,R_splm_slope,B_splm_slope,R_td_acc_slope,B_td_acc_slope,R_ko_rate,B_ko_rate,R_sub_rate,B_sub_rate,R_dec_rate,B_dec_rate,R_days_since_last,B_days_since_last,R_ko_vuln,B_ko_vuln,R_kd_received,B_kd_received,R_ewma_str_acc,B_ewma_str_acc,R_ewma_td_acc,B_ewma_td_acc,R_ewma_head_acc,B_ewma_head_acc,R_ewma_body_acc,B_ewma_body_acc,R_ewma_dist_acc,B_ewma_dist_acc,R_str_acc_var,B_str_acc_var,R_opp_adj_splm,B_opp_adj_splm,R_opp_adj_td_avg,B_opp_adj_td_avg,R_opp_adj_head_acc,B_opp_adj_head_acc,R_opp_adj_body_acc,B_opp_adj_body_acc,R_opp_adj_dist_acc,B_opp_adj_dist_acc,R_ewma_splm,B_ewma_splm,R_ewma_td_avg,B_ewma_td_avg,R_ewma_sapm,B_ewma_sapm,R_ewma_clinch_per,B_ewma_clinch_per,R_ewma_sub_att,B_ewma_sub_att,R_ewma_kd_received,B_ewma_kd_received,R_ewma_reversals,B_ewma_reversals,R_career_reversals,B_career_reversals,R_ewma_ctrl_r1,B_ewma_ctrl_r1,R_ewma_splm_r1,B_ewma_splm_r1,R_ewma_reversals_r1,B_ewma_reversals_r1
Jeisla Chaves,Yuneisy Duben,-270.0,220.0,,,2026-06-06,"Las Vegas, Nevada",USA,Red,0,Women's Flyweight,FEMALE,3,1,0,0,8.4,0.34,,,,0,1.0,1,0,0,0,0,0,0,0,0.0,Orthodox,162.6,165.1,125.0,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,167.6,172.7,125.0,29.34,29.91,-1,0,0,0.0,-1.0,-1,0,0,0,5.0,7.6,-0.57,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-DEC,Ron McCarthy 28 - 29. Tony Weeks 29 - 28. Clemens Werner 28 - 29.,3.0,0:00,300.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1338.629,2034.8902,1984.8766,98.0654,142.6778,0.0,0.0,0.0,1.0,1400.0,1333.7684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,448.0,0.0,1.0,0.0,1.0,0.0,0.3415,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.3415,0.0,0.0,0.0,7.2577,0.0,0.0,0.0,19.5163,0.0,0.0,0.0,26.6989,0.0,8.4,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0
Ketlen Souza,Ariane Carnelossi,-320.0,260.0,,,2026-06-06,"Las Vegas, Nevada",USA,Red,0,Women's Strawweight,FEMALE,3,1,0,0,2.63,0.39,0.22,1.08,0.5,2,3.0,16,0,0,0,0,1,1,0,3.0,Orthodox,157.5,154.9,115.0,0,1,0,4.01,0.56,0.23,0.46,0.13,2,3.0,14,0,0,0,2,0,1,0,3.0,Orthodox,160.0,160.0,115.0,31.8,33.55,-1,1,0,0.0,0.0,-2,0,-1,0,2.5,5.1,-1.75,1.38,0.01,-0.62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Kick to Head At Distance,1.0,1:34,94.0,,,,,,,4.4,4.74,53.21,45.13,50.0,14.29,-0.1882,0.2611,0.073,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,44.94,33.73,82.89,60.61,89.8,83.33,66.67,51.09,33.33,25.53,57.82,55.23,33.33,12.2,1430.9497,1423.9891,1728.4363,1181.0325,239.6005,268.2984,0.3333,0.3333,0.0,0.3333,1397.111,1408.8035,-0.03,-0.012,-0.33,-0.518,-0.111,0.1,0.0,0.3333,0.3333,0.3333,0.6667,0.3333,119.0,217.0,0.0,1.0,0.0,1.0,0.5043,0.3817,0.0818,0.0773,0.4124,0.3018,0.6749,0.7072,0.4597,0.3393,0.0838,0.1822,3.3988,2.8276,0.43,1.7876,37.2496,31.9407,73.1353,69.2226,41.1417,35.1903,3.6058,2.0539,0.4376,0.6271,4.2067,4.2799,0.6231,0.2917,0.5354,0.1254,0.0,0.0295,0.0722,0.5023,1.0,3.0,0.2748,0.2038,2.8599,1.5155,0.0,0.0289
Song Yadong,Deiveson Figueiredo,-620.0,460.0,,,2026-05-30,Macau,China,Red,0,Bantamweight,MALE,3,1,0,0,2.63,0.54,1.22,1.61,0.35,5,7.0,57,6,0,2,4,4,4,0,14.0,Orthodox,165.1,172.7,135.0,1,0,0,4.42,0.44,0.14,0.78,0.39,4,5.0,45,0,0,1,4,5,1,0,11.0,Orthodox,172.7,170.2,135.0,28.49,38.45,0,0,-1,-3.0,-2.0,-12,-6,1,-3,7.6,-2.5,-9.96,1.8,-1.08,-0.83,0.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Guillotine Choke From Bottom Guard,2.0,0:00,282.0,,,,,,,4.0,3.54,55.5,49.38,73.77,57.14,-0.2297,0.3228,0.093,0,0,-2.0,0,0,0,0,0,1,0,0,0,0,0,0,35.44,45.85,67.95,75.39,81.25,79.05,65.2,56.9,33.77,29.53,57.52,52.0,18.0,35.66,1542.8297,1553.3612,1596.4411,1697.8442,148.0536,167.5746,0.3333,0.3333,0.0,0.3333,1540.6931,1546.5723,0.0,-0.005,-0.021,-0.104,-0.003,0.001,0.4545,0.2308,0.0909,0.3077,0.4545,0.4615,126.0,126.0,1.0,2.0,0.0,1.0,0.435,0.4729,0.2744,0.2342,0.3372,0.3385,0.5479,0.5698,0.4174,0.4399,0.0437,0.1349,5.0213,2.8957,0.8599,1.6179,42.2265,49.45,70.0935,79.915,42.9474,52.0667,4.1443,1.3358,1.3397,1.4317,4.1027,3.1783,0.1343,0.1023,0.0044,0.2581,0.0,0.0007,0.0125,0.2434,2.0,1.0,0.0798,0.1315,3.2317,0.8486,0.0,0.0
Zhang Mingyang,Alonzo Menifield,-235.0,194.0,,,2026-05-30,Macau,China,Blue,0,Light Heavyweight,MALE,3,1,0,0,3.74,0.53,0.21,0.52,0.36,2,7.0,34,0,0,1,3,4,2,0,10.0,Orthodox,182.9,193.0,205.0,1,0,0,7.42,0.62,,,,3,1.0,5,0,0,0,0,3,0,0,3.0,Orthodox,188.0,190.5,205.0,27.79,38.61,0,0,1,-7.0,-6.0,-29,0,-1,-2,5.1,-2.5,-10.82,3.68,,,0.0,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch to Head At Distance,1.0,4:15,255.0,,,,,,,4.05,3.85,48.44,50.58,100.0,80.0,-0.1221,0.1221,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,63.37,49.22,58.82,83.58,92.0,93.75,53.57,62.9,12.5,21.12,48.44,58.21,0.0,11.76,1502.6674,1470.8675,1500.0,1500.0,350.0,350.0,0.6667,0.6667,1.0,0.3333,1440.5734,1475.5552,0.0,-0.003,0.0,-0.0,0.0,-0.006,1.0,0.4,0.0,0.2,0.0,0.4,280.0,189.0,1.0,4.0,1.0,5.0,0.5592,0.3744,0.0,0.0342,0.4489,0.3101,0.7646,0.6654,0.5459,0.365,0.1529,0.1526,6.0686,3.3672,0.0,0.5415,41.9398,42.7454,67.0924,77.985,45.9544,43.0574,7.94,2.7861,0.0,0.1362,5.1217,7.7069,0.4233,0.1669,0.0,0.0961,0.0545,0.5722,0.0,0.0058,0.0,1.0,0.2212,0.0553,7.8462,2.414,0.0,0.0012
Sergei Pavlovich,Tallison Teixeira,-400.0,320.0,,,2026-05-30,Macau,China,Red,0,Heavyweight,MALE,3,0,1,0,3.84,0.7,,2.78,0.3,1,1.0,5,0,0,0,1,1,0,0,2.0,Orthodox,200.7,210.8,265.0,0,2,0,4.43,0.44,,0.48,0.25,6,3.0,17,1,0,0,2,6,0,0,8.0,Southpaw,190.5,213.4,265.0,34.05,26.48,0,1,5,6.0,2.0,12,1,5,0,-10.2,2.6,7.57,0.59,,-2.31,0.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch to Head At Distance,1.0,0:39,39.0,,,,,,,3.81,7.71,54.16,50.0,75.0,0.0,-0.3222,0.3789,0.0567,1,0,-12.0,0,0,0,0,0,0,0,0,0,0,0,1,42.39,72.73,56.25,100.0,100.0,0.0,67.18,52.94,33.33,0.0,57.26,71.43,11.76,33.33,1549.5345,1470.9196,1540.8185,1500.0,95.3226,350.0,0.6667,0.6667,0.0,0.6667,1545.7369,1453.7527,-0.0,0.0,-0.429,0.0,0.075,0.0,0.75,0.5,0.0,0.0,0.25,0.5,280.0,119.0,2.0,1.0,1.0,1.0,0.408,0.7031,0.2248,0.1579,0.3531,0.6728,0.5797,0.6411,0.3997,0.5568,0.1268,0.1479,4.1876,3.0203,0.4687,2.0422,39.1571,49.5593,59.8928,81.2748,38.0414,40.3412,5.0533,6.1218,0.4496,1.4211,3.6907,6.1985,0.1521,1.209,0.0,0.0,0.0869,0.5414,0.0,0.0,0.0,0.0,0.0705,0.4404,4.3988,6.3113,0.0,0.0
Kai Asakura,Cameron Smotherman,-280.0,225.0,,,2026-05-30,Macau,China,Red,0,Bantamweight,MALE,3,2,0,0,4.07,0.37,,,,1,2.0,9,0,0,0,1,0,0,0,1.0,Orthodox,175.3,175.3,135.0,2,0,0,2.27,0.33,,,,0,2.0,4,1,0,0,0,0,0,0,0.0,Orthodox,172.7,175.3,135.0,32.58,28.7,0,0,-1,-1.0,0.0,-5,1,0,0,-2.6,0.0,3.88,-1.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch to Head At Distance,1.0,1:50,110.0,,,,,,,4.52,3.83,38.46,61.28,57.14,57.14,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,50.0,29.15,83.33,68.48,66.67,83.33,54.55,73.87,0.0,30.43,40.0,62.11,0.0,0.0,1356.7823,1378.0515,1500.0,1500.0,350.0,350.0,0.0,0.3333,1.0,0.0,1501.4229,1450.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,287.0,350.0,0.0,0.0,0.0,0.0,0.3793,0.3535,0.0,0.0,0.3291,0.2915,0.5905,0.6404,0.3877,0.339,0.2438,0.0701,2.1502,4.2413,0.0,0.0,23.4061,29.9559,54.5705,59.5301,28.1072,32.884,2.2657,3.4842,0.0,0.0,3.4858,3.0737,0.0,0.2316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,2.52,3.0421,0.0,0.0
Jake Matthews,Carlston Harris,-700.0,440.0,,,2026-05-30,Macau,China,Red,0,Welterweight,MALE,3,2,0,0,3.79,0.44,0.59,1.46,0.23,2,3.0,13,0,0,0,1,1,2,0,4.0,Orthodox,182.9,193.0,170.0,1,0,0,3.34,0.44,0.75,1.44,0.42,3,8.0,57,0,0,1,6,2,6,0,15.0,Orthodox,180.3,185.4,170.0,31.78,38.89,-1,0,1,11.0,5.0,44,0,1,4,-2.6,-7.6,-7.11,-0.45,0.16,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,Luke Hill 25 - 30. David Lethaby 27 - 30. Clemens Werner 27 - 30.,3.0,0:00,300.0,,,,,,,2.63,2.66,60.96,52.13,67.65,55.56,0.0232,0.1943,0.2175,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,38.12,43.15,65.49,75.0,81.36,75.0,69.53,62.66,39.13,21.62,66.79,56.8,35.37,44.83,1494.7639,1453.2011,1500.0,1500.0,350.0,350.0,0.6667,0.3333,0.6667,1.0,1475.3172,1477.8928,-0.003,-0.012,-0.012,0.122,-0.0,-0.014,0.1333,0.25,0.4,0.5,0.4,0.25,245.0,504.0,1.0,3.0,4.0,3.0,0.4135,0.4057,0.3465,0.0437,0.3392,0.3072,0.6518,0.6057,0.3946,0.3867,0.023,0.1164,3.196,3.3749,1.3036,2.546,36.4188,34.9619,67.2149,63.8907,34.2823,31.739,3.0371,5.3127,3.0758,0.5245,3.3601,4.8555,0.421,0.1105,4.1714,0.3621,0.0059,0.2009,0.4837,0.0,4.0,0.0,0.1289,0.0419,3.1327,6.3722,0.0672,0.0
Alex Perez,Sumudaerji,-156.0,132.0,,,2026-05-30,Macau,China,Draw,0,Flyweight,MALE,3,0,3,0,4.43,0.51,0.54,0.67,0.36,3,4.0,24,0,0,1,4,1,0,0,6.0,Southpaw,172.7,182.9,125.0,0,1,0,4.4,0.47,0.61,2.27,0.48,3,6.0,25,1,0,0,2,4,2,0,8.0,Orthodox,167.6,165.1,125.0,34.19,30.36,0,-2,0,2.0,2.0,1,1,3,2,-5.1,-17.8,3.83,-0.03,0.07,1.6,0.0,15.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,Low Blow from Sumudaerji,2.0,0:00,105.0,,,,,,,3.22,2.39,59.37,60.68,73.53,71.11,0.209,0.0867,0.2956,-1,0,-4.0,0,0,0,0,1,0,0,0,0,0,0,0,37.16,43.84,64.76,62.89,74.44,80.29,65.31,65.68,25.33,44.26,63.87,69.02,24.59,38.24,1488.3702,1382.9147,1608.0518,1616.6433,161.617,287.8968,0.3333,1.0,1.0,0.0,1508.8534,1421.6905,-0.0,-0.011,0.066,-0.071,0.006,-0.12,0.5,0.0,0.25,0.0,0.25,1.0,126.0,84.0,2.0,0.0,0.0,1.0,0.4735,0.4747,0.3079,0.2846,0.3691,0.3927,0.71,0.5725,0.4423,0.4538,0.0823,0.0782,4.5437,4.1544,2.5081,0.5974,37.8663,40.2388,67.3901,57.7656,41.214,42.1151,6.8114,4.3465,1.3819,1.3701,3.1825,1.9733,0.7227,0.3299,0.088,0.2382,0.0,0.0067,0.0,0.2617,0.0,4.0,0.061,0.0284,6.5894,3.4155,0.0,0.0089
YiSak Lee,Luis Felipe Dias,170.0,-205.0,,,2026-05-30,Macau,China,Blue,0,Middleweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,,177.8,188.0,185.0,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,182.9,182.9,185.0,26.41,31.36,0,0,0,0.0,0.0,0,0,0,0,5.1,-5.1,-4.95,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch to Head At Distance,1.0,3:40,220.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400.0,1813.8428,1726.3205,114.2818,157.275,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ding Meng,Jose Souza,-118.0,100.0,,,2026-05-30,Macau,China,Blue,0,Welterweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,190.5,200.7,170.0,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,188.0,185.4,170.0,31.67,24.02,0,0,0,0.0,0.0,0,0,0,0,-2.5,-15.3,7.65,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,Ben Cartlidge 27 - 30. Luke Hill 29 - 28. Clemens Werner 28 - 29.,3.0,0:00,300.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400.0,1500.0,1517.0699,350.0,206.7981,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aoriqileng,Cody Haddon,360.0,-460.0,,,2026-05-30,Macau,China,Blue,0,Bantamweight,MALE,3,0,1,0,9.33,0.5,,2.0,0.5,1,0.0,3,0,0,0,1,0,0,0,1.0,Orthodox,170.2,175.3,135.0,0,1,0,4.69,0.5,,1.2,0.47,2,5.0,20,0,0,0,2,2,0,0,4.0,Orthodox,170.2,175.3,135.0,32.93,27.72,0,0,1,3.0,5.0,17,0,2,0,0.0,0.0,5.21,-4.65,,-0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Knee to Body In Clinch,2.0,0:00,131.0,,,,,,,5.46,0.0,48.82,0.0,58.33,0.0,0.0272,0.1406,0.1678,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,40.49,0.0,84.35,0.0,87.04,0.0,53.53,0.0,32.65,0.0,51.18,0.0,28.57,0.0,1422.5666,1436.5926,1981.9673,1726.6259,119.2599,191.2919,0.6667,1.0,0.3333,0.0,1388.1703,1367.1582,-0.003,0.0,-0.19,0.0,-0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,224.0,595.0,1.0,0.0,3.0,0.0,0.5712,0.5,0.0974,0.5,0.4724,0.431,0.5699,0.8261,0.6901,0.4851,0.2303,0.0,4.7279,8.503,1.0682,1.5905,41.4016,35.9936,88.2222,87.3051,48.1052,40.6402,7.4499,9.3333,0.4239,2.0,5.9536,3.6,0.1043,0.6667,0.0,0.0,0.0652,0.0,0.0,0.0,0.0,0.0,0.0959,0.05,6.8565,9.0,0.0,0.0
Rei Tsuruya,Luis Gurule,-430.0,300.0,,,2026-05-30,Macau,China,Red,0,Bantamweight,MALE,3,0,1,0,5.32,0.41,0.29,0.87,0.18,1,3.0,11,0,0,0,1,0,0,0,1.0,Orthodox,165.1,162.6,135.0,1,0,0,1.63,0.42,,3.5,0.24,1,1.0,6,0,0,0,1,0,0,0,1.0,Orthodox,167.6,172.7,135.0,23.94,32.53,1,-1,0,0.0,-2.0,-5,0,0,0,2.5,10.1,-8.59,-3.68,,2.63,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Rear Naked Choke,1.0,3:19,199.0,,,,,,,1.07,4.93,50.0,59.82,50.0,77.78,0.5417,0.0447,0.5864,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,50.0,26.71,100.0,48.78,0.0,78.38,69.57,70.66,0.0,41.03,65.22,62.44,0.0,12.5,1416.0533,1332.4322,1774.3354,1745.8622,186.6913,107.0817,0.5,0.3333,0.0,0.0,1456.4245,1415.4783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,448.0,14.0,0.0,1.0,0.0,1.0,0.4411,0.4073,0.2643,0.2062,0.4154,0.3479,0.7,0.5172,0.298,0.3926,0.1063,0.077,1.539,5.4563,4.1354,0.71,39.5939,36.2995,60.2448,62.9265,29.7887,38.0428,1.7333,6.0633,3.6,0.9599,2.7867,5.9549,0.0533,0.5778,0.0,0.4154,0.0,0.0178,0.0,0.4154,0.0,1.0,0.3193,0.1883,0.88,3.3015,0.0,0.0831
Angela Hill,Xiong Jingnan,160.0,-190.0,,,2026-05-30,Macau,China,Red,0,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Switch,162.6,160.0,115.0,2,0,0,5.37,0.5,0.14,0.75,0.3,3,16.0,85,0,0,1,9,2,1,0,13.0,Orthodox,160.0,162.6,115.0,41.38,38.38,2,0,3,13.0,16.0,85,0,2,1,-2.6,2.6,3.0,,,,0.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,Evan Field 27 - 30. Chris Lee 27 - 30. Cezary Wojciechowski 27 - 30.,3.0,0:00,300.0,,,,,,,4.92,0.0,60.79,0.0,74.24,0.0,0.1225,0.0,0.0,0,0,-2.0,1,0,0,0,0,0,0,0,0,0,0,0,41.14,0.0,72.61,0.0,85.58,0.0,68.79,0.0,37.79,0.0,64.12,0.0,23.08,0.0,1416.807,1400.0,1940.7634,1948.9183,115.5388,143.7143,0.3333,0.0,0.0,0.0,1462.0245,1400.0,0.003,0.0,-0.027,0.0,-0.006,0.0,0.1538,0.0,0.0769,0.0,0.6923,0.0,196.0,175.0,0.0,0.0,2.0,0.0,0.5129,0.0,0.1059,0.0,0.4237,0.0,0.6932,0.0,0.4702,0.0,0.0881,0.0,5.4768,0.0,0.7299,0.0,43.2957,0.0,72.5371,0.0,45.0743,0.0,4.6866,0.0,0.7701,0.0,5.6974,0.0,0.9773,0.0,0.3306,0.0,0.0016,0.0,0.1657,0.0,5.0,0.0,0.1879,0.0,3.5827,0.0,0.0099,0.0
Zhu Kangjie,Rodrigo Vera,-108.0,-108.0,,,2026-05-30,Macau,China,Blue,0,Featherweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,172.7,172.7,145.0,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,167.6,177.8,145.0,30.37,30.61,0,0,0,0.0,0.0,0,0,0,0,-5.1,5.1,-0.24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches to Head At Distance,1.0,1:50,110.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1400.0,1740.2058,1605.5836,117.0208,172.3356,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loma Lookboonmee,Jaqueline Amorim,120.0,-142.0,,,2026-05-30,Macau,China,Blue,0,Women's Strawweight,FEMALE,3,1,0,0,2.43,0.51,3.78,2.16,0.36,4,2.0,13,0,0,0,0,1,3,0,4.0,Orthodox,160.0,172.7,115.0,1,0,0,3.67,0.56,0.11,1.81,0.5,4,3.0,29,0,0,0,6,0,1,0,7.0,Orthodox,154.9,154.9,115.0,30.36,30.93,0,0,0,3.0,1.0,16,0,-1,-2,-5.1,-17.8,-0.57,1.24,-3.67,-0.35,0.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Armbar From Side Control,1.0,4:04,244.0,,,,,,,2.47,1.43,52.15,64.42,73.53,0.0,-0.1403,0.3152,0.1749,0,0,-2.0,1,0,0,0,0,0,0,0,0,0,0,0,40.37,55.56,70.06,46.15,79.65,28.57,60.34,66.67,28.57,58.33,59.51,74.78,34.78,43.59,1439.6137,1458.8888,1500.0,1500.0,350.0,350.0,0.6667,0.6667,0.0,0.6667,1382.1206,1418.2772,-0.006,-0.006,-0.129,-0.27,-0.0,0.039,0.0,0.25,0.1429,0.75,0.7143,0.0,245.0,217.0,0.0,0.0,0.0,1.0,0.5115,0.5659,0.3836,0.5615,0.3885,0.6594,0.6416,0.3202,0.4778,0.378,0.1172,0.1222,3.4483,2.097,1.7717,1.5654,37.7434,45.4586,70.3191,32.694,42.5495,24.6107,2.6786,1.6325,1.809,2.681,2.4829,2.0484,0.5761,0.0731,0.263,6.0423,0.0,0.0244,0.067,0.5237,1.0,3.0,0.0618,0.583,3.2326,1.9136,0.0,0.0
