R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_sapm,B_sapm,R_str_def,B_str_def,R_td_def,B_td_def,grapple_ratio_diff,striker_vs_wrestler,wrestler_vs_striker,southpaw_adv_diff,both_southpaw,weightclass_rank_diff,div_womens_strawweight,div_womens_flyweight,div_womens_bantamweight,div_womens_featherweight,div_flyweight,div_bantamweight,div_featherweight,div_lightweight,div_welterweight,div_middleweight,div_light_heavyweight,div_heavyweight,R_head_acc,B_head_acc,R_body_acc,B_body_acc,R_leg_acc,B_leg_acc,R_head_def,B_head_def,R_body_def,B_body_def,R_dist_def,B_dist_def,R_ground_def,B_ground_def,R_elo,B_elo,R_glicko,B_glicko,R_glicko_rd,B_glicko_rd,R_recent_win_rate,B_recent_win_rate,R_recent_finish_rate,B_recent_finish_rate,R_sos,B_sos,R_str_acc_slope,B_str_acc_slope,R_splm_slope,B_splm_slope,R_td_acc_slope,B_td_acc_slope,R_ko_rate,B_ko_rate,R_sub_rate,B_sub_rate,R_dec_rate,B_dec_rate,R_days_since_last,B_days_since_last,R_ko_vuln,B_ko_vuln,R_kd_received,B_kd_received,R_ewma_str_acc,B_ewma_str_acc,R_ewma_td_acc,B_ewma_td_acc,R_ewma_head_acc,B_ewma_head_acc,R_ewma_body_acc,B_ewma_body_acc,R_ewma_dist_acc,B_ewma_dist_acc,R_str_acc_var,B_str_acc_var,R_opp_adj_splm,B_opp_adj_splm,R_opp_adj_td_avg,B_opp_adj_td_avg,R_opp_adj_head_acc,B_opp_adj_head_acc,R_opp_adj_body_acc,B_opp_adj_body_acc,R_opp_adj_dist_acc,B_opp_adj_dist_acc,R_ewma_splm,B_ewma_splm,R_ewma_td_avg,B_ewma_td_avg,R_ewma_sapm,B_ewma_sapm,R_ewma_clinch_per,B_ewma_clinch_per,R_ewma_sub_att,B_ewma_sub_att,R_ewma_kd_received,B_ewma_kd_received,R_ewma_reversals,B_ewma_reversals,R_career_reversals,B_career_reversals,R_ewma_ctrl_r1,B_ewma_ctrl_r1,R_ewma_splm_r1,B_ewma_splm_r1,R_ewma_reversals_r1,B_ewma_reversals_r1
Todd Brown,Tim Boetsch,290.0,-350.0,290.0,28.57,2010-08-07,"Oakland, California, USA", USA,Blue,0,Light Heavyweight,MALE,3,1,0,0,5.62,0.48,0.0,0.25,0.12,1,2.0,7,0,0,0,0,2,0,0,2.0,Orthodox,182.88,187.96,185.0,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,180.34,188.0,205.0,33.0,29.0,-1,0,1,2.0,-2.0,7,0,2,0,2.54,-0.04,4.0,25.5,0.0,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,0.0,3.52,0.0,61.79,0.0,50.0,-0.0426,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,38.79,0.0,95.65,0.0,80.0,0.0,66.07,0.0,50.0,0.0,66.67,0.0,31.58,1400.0,1400.0,1662.3109,1662.3109,290.506,290.319,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.0,1.0,0.0,0.0,0.0,0.45,0.0,0.0615,0.0,0.3748,0.0,0.9692,0.0,0.373,0.0,0.1647,0.0,3.8765,0.0,0.9022,0.0,43.1021,0.0,77.048,0.0,40.696,0.0,4.354,0.0,0.3793,0.0,3.2262,0.0,0.9579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166,0.0,5.35,0.0,0.0
Stefan Struve,Christian Morecraft,-200.0,170.0,50.0,170.0,2010-08-07,"Oakland, California, USA", USA,Red,0,Heavyweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,198.12,205.74,260.0,1,0,0,2.54,0.45,2.4,0.4,0.4,3,2.0,8,0,1,0,0,0,2,0,3.0,Orthodox,210.82,213.36,265.0,22.0,23.0,1,0,-3,-3.0,2.0,-8,0,0,-2,-12.7,-7.62,-1.0,-14.4,-2.4,-0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:22,322.0,,,,,,,2.65,0.0,61.58,0.0,0.0,0.0,0.1361,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,33.33,0.0,76.47,0.0,92.86,0.0,66.87,0.0,26.09,0.0,61.73,0.0,63.29,0.0,1355.0,1400.0,1662.3109,1500.0,290.506,350.0,0.0,0.0,1.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,175.0,2.0,0.0,4.0,0.0,0.4775,0.0,0.4265,0.0,0.24,0.0,0.2822,0.0,0.4844,0.0,0.2924,0.0,2.5216,0.0,2.8973,0.0,30.619,0.0,94.407,0.0,55.8201,0.0,2.6657,0.0,0.8852,0.0,7.5323,0.0,0.2197,0.0,3.9678,0.0,0.7762,0.0,0.8533,0.0,2.0,0.0,0.2277,0.0,2.06,0.0,0.042,0.0
Ben Saunders,Dennis Hallman,-300.0,250.0,33.33,250.0,2010-08-07,"Oakland, California, USA", USA,Blue,0,Welterweight,MALE,3,4,0,0,0.63,0.24,2.0,1.0,0.16,1,4.0,13,1,0,0,0,0,1,0,1.0,Orthodox,175.26,182.88,155.0,1,0,0,3.84,0.65,1.0,0.17,0.17,3,2.0,12,0,0,0,1,2,1,0,4.0,Orthodox,187.96,195.58,170.0,27.0,34.0,-3,0,-2,-3.0,-2.0,1,1,-2,0,-12.7,-12.7,-7.0,-18.97,1.0,0.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,1.15,2.22,67.69,48.97,90.91,0.0,-0.5711,0.5875,0.0164,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,58.78,18.33,85.25,66.67,91.67,81.82,77.57,55.19,33.33,17.39,79.49,71.05,50.0,37.21,1355.0,1400.0,1662.3109,1500.0,290.319,350.0,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,175.0,1.0,2.0,1.0,1.0,0.6084,0.2978,0.0722,0.2536,0.3529,0.1497,0.8984,0.5685,0.3783,0.1665,0.1201,0.1636,3.027,0.6292,0.2733,1.3647,59.7867,18.3142,91.216,69.1376,60.3159,29.6888,5.262,0.519,0.145,1.1645,2.6666,2.3837,3.8941,0.1793,0.4825,6.1053,0.0185,0.0257,0.0,0.7721,0.0,2.0,0.2162,0.4361,5.4253,0.4411,0.0,0.0
Jon Jones,Vladimir Matyushenko,-752.0,602.0,13.3,602.0,2010-08-01,"San Diego, California, USA", USA,Red,0,Light Heavyweight,MALE,3,0,2,0,1.75,0.48,0.14,2.43,0.51,2,2.0,19,1,0,1,3,1,0,0,5.0,Orthodox,182.88,187.96,205.0,0,1,0,3.72,0.51,0.2,2.4,0.55,3,1.0,10,0,0,0,2,1,1,0,4.0,Orthodox,193.04,213.36,205.0,23.0,39.0,0,1,-1,1.0,-1.0,9,1,0,-1,-10.16,-25.4,-16.0,-10.4,-0.06,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,1.0,1:52,112.0,,,,,,,2.07,1.35,64.49,50.72,100.0,68.42,-0.1892,0.3534,0.1642,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,37.65,43.04,72.58,77.27,60.0,94.44,77.59,70.83,36.36,13.33,74.1,73.77,0.0,39.29,1445.0,1445.0,1500.0,1500.0,350.0,350.0,1.0,1.0,1.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,133.0,133.0,0.0,1.0,0.0,2.0,0.5392,0.4089,0.6218,0.538,0.4917,0.3362,0.8691,0.4076,0.3534,0.3171,0.1765,0.2027,4.0312,1.9726,3.7877,4.7557,45.9483,40.7115,67.2997,101.8389,37.1798,43.0411,5.0395,2.3913,5.327,2.8016,1.5767,1.6354,0.557,0.328,0.3317,0.236,0.0,0.1587,0.0,0.236,0.0,1.0,0.4511,0.2863,5.245,2.2868,0.0,0.0
Mark Munoz,Yushin Okami,185.0,-200.0,185.0,50.0,2010-08-01,"San Diego, California, USA", USA,Blue,0,Middleweight,MALE,3,0,1,0,2.12,0.42,0.8,1.7,0.4,4,2.0,28,0,0,0,4,3,0,1,8.0,Southpaw,187.96,190.5,170.0,0,3,0,3.88,0.46,0.5,1.0,0.32,3,1.0,7,0,0,1,0,2,0,0,3.0,Orthodox,182.88,182.88,185.0,32.0,29.0,0,-2,1,5.0,-1.0,21,0,2,0,5.08,7.62,3.0,4.2,0.3,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,,3.27,2.1,51.72,67.42,62.5,84.62,-0.2401,0.3538,0.1137,-1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,40.15,32.2,84.62,84.44,88.89,83.87,62.07,84.68,16.67,52.46,60.95,77.06,6.67,42.86,1445.0,1445.0,1662.3109,1500.0,290.506,350.0,1.0,1.0,1.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,113.0,123.0,1.0,0.0,2.0,0.0,0.4738,0.4726,0.3596,0.1323,0.3722,0.4355,0.9046,0.8278,0.2156,0.4104,0.0894,0.192,3.7832,2.5887,1.9485,1.5043,44.2402,38.8147,76.2918,85.208,31.4366,36.9528,4.194,3.6648,2.8262,0.3896,2.6708,2.3599,0.4383,0.2772,0.3692,0.5037,0.0847,0.0,0.98,0.0,2.0,0.0,0.3284,0.3163,3.3699,3.2015,0.0,0.0
John Howard,Jake Ellenberger,181.0,-196.0,181.0,51.02,2010-08-01,"San Diego, California, USA", USA,Blue,0,Welterweight,MALE,3,0,1,0,1.87,0.42,1.5,2.5,0.88,1,1.0,5,0,0,0,0,1,0,0,1.0,Orthodox,175.26,180.34,170.0,0,4,0,1.2,0.6,0.75,3.75,0.84,4,0.0,10,0,0,2,0,2,0,0,4.0,Orthodox,170.18,180.34,170.0,27.0,25.0,0,-3,-3,-3.0,-1.0,-5,0,-1,0,5.08,0.0,2.0,6.5,0.75,-1.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,3.0,2:21,741.0,,,,,,,1.42,1.8,57.89,61.43,62.5,50.0,0.1855,0.1387,0.3242,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,38.46,45.1,92.86,50.0,76.19,100.0,72.82,65.57,22.86,28.57,69.79,86.21,40.48,40.62,1445.0,1400.0,1500.0,1500.0,350.0,350.0,1.0,0.0,1.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,175.0,0.0,0.0,0.0,0.0,0.6456,0.4206,0.8549,0.9,0.514,0.3912,0.5538,0.8,0.5055,0.313,0.114,0.0636,1.1081,2.3784,3.6556,1.8827,36.3226,43.0542,78.0857,69.5297,42.0499,53.6894,1.9019,2.4237,5.4312,4.554,2.095,1.279,0.0164,0.4687,0.4308,1.2,0.0,0.0,0.3077,1.2,2.0,3.0,0.2975,0.7367,1.7159,2.68,0.0369,0.08
Tyson Griffin,Takanori Gomi,-320.0,290.0,31.25,290.0,2010-08-01,"San Diego, California, USA", USA,Blue,0,Lightweight,MALE,3,1,0,0,1.55,0.17,0.0,0.0,0.0,0,1.0,3,0,0,0,0,0,0,0,0.0,Southpaw,170.18,177.8,155.0,1,0,0,4.16,0.38,0.9,1.2,0.41,4,3.0,27,0,0,1,4,1,1,0,7.0,Orthodox,167.64,172.72,145.0,26.0,31.0,0,0,-4,-7.0,2.0,-24,0,-1,-1,2.54,5.08,-5.0,-30.5,-0.9,-1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:04,64.0,,,,,,,2.34,0.0,67.03,0.0,56.9,0.0,0.2239,0.0,0.2239,-1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,29.88,0.0,72.08,0.0,83.06,0.0,73.93,0.0,14.29,0.0,75.41,0.0,24.14,0.0,1355.0,1355.0,1500.0,1500.0,350.0,350.0,0.0,0.0,0.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,123.0,0.0,0.0,0.0,0.0,0.3941,0.1724,0.1499,0.0,0.279,0.131,0.4417,0.3214,0.3717,0.1739,0.0911,0.0,4.4152,1.709,1.2056,0.0,34.7808,13.1486,73.9402,36.2514,41.3014,27.7471,4.3209,1.5544,0.5629,0.0,2.0767,3.9637,0.2671,0.0,0.5338,0.0,0.0,0.0,0.0298,0.0,1.0,0.0,0.0949,0.0,4.2396,1.2,0.0,0.0
Paul Kelly,Jacob Volkmann,-105.0,-115.0,95.24,86.96,2010-08-01,"San Diego, California, USA", USA,Blue,0,Lightweight,MALE,3,0,1,0,1.52,0.4,0.33,2.0,0.36,1,2.0,7,0,0,1,0,0,0,0,1.0,Southpaw,175.26,180.34,155.0,0,1,0,3.13,0.36,1.0,1.33,0.61,2,2.0,15,0,0,0,3,0,1,0,4.0,Orthodox,175.26,177.8,155.0,25.0,29.0,0,0,-1,-3.0,0.0,-8,0,0,-1,0.0,2.54,-4.0,-21.5,-0.67,0.67,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,2.63,2.52,62.29,56.76,46.15,50.0,-0.27,0.3987,0.1288,-1,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,28.57,38.33,87.18,50.0,76.19,37.5,69.36,63.92,35.14,10.0,68.18,66.04,40.0,51.11,1445.0,1445.0,1662.3109,1662.3109,290.319,290.506,1.0,1.0,1.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,113.0,123.0,1.0,0.0,3.0,3.0,0.4089,0.4021,0.4,0.4474,0.3704,0.374,0.8983,0.8737,0.2642,0.1938,0.2358,0.0346,4.3083,1.7763,1.9271,3.2431,41.0508,41.0443,101.3858,69.9548,27.0569,27.2827,3.462,1.9961,1.1358,2.5789,2.1547,2.2004,0.4328,0.2717,2.3675,0.2105,0.069,0.106,1.7437,0.2105,6.0,1.0,0.3944,0.231,3.532,1.9821,0.1056,0.0
DaMarques Johnson,Matthew Riddle,180.0,-220.0,180.0,45.45,2010-08-01,"San Diego, California, USA", USA,Blue,0,Welterweight,MALE,3,0,1,0,3.11,0.62,0.8,3.8,0.53,3,1.0,15,0,0,0,3,0,0,0,4.0,Southpaw,185.42,187.96,170.0,0,2,0,2.57,0.4,0.67,0.0,0.0,2,1.0,5,1,0,0,0,1,1,0,2.0,Orthodox,185.42,190.5,170.0,28.0,24.0,0,-1,1,2.0,0.0,10,-1,-1,-1,0.0,-2.54,4.0,27.0,0.13,3.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,4:29,569.0,,,,,,,3.8,1.82,55.84,53.07,25.0,87.5,-0.5499,0.5499,0.0,-1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,34.69,48.03,66.67,82.14,100.0,89.13,60.0,59.6,50.0,43.75,70.0,60.95,37.5,47.46,1445.0,1445.0,1662.3109,1662.3109,290.319,290.506,1.0,1.0,1.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,113.0,127.0,0.0,1.0,0.0,0.0,0.3672,0.5817,0.0,0.5182,0.3323,0.3767,0.6263,0.9085,0.2877,0.2474,0.1873,0.1024,3.1247,2.5748,0.0,4.6004,40.9692,35.4602,60.253,81.7826,28.7934,27.7492,2.6656,3.287,0.0,4.2843,4.3593,1.9445,0.4059,1.7963,1.7552,0.4929,0.0,0.0,0.5856,0.1706,1.0,1.0,0.0544,0.5458,2.4751,4.1905,0.0,0.0
James Irvin,Igor Pokrajac,-160.0,140.0,62.5,140.0,2010-08-01,"San Diego, California, USA", USA,Blue,0,Light Heavyweight,MALE,3,2,0,0,1.13,0.36,0.0,1.5,0.5,0,2.0,6,0,0,0,0,0,0,0,0.0,Orthodox,182.88,193.04,205.0,2,0,0,5.33,0.53,0.11,0.0,0.0,2,5.0,11,0,0,0,0,3,0,0,4.0,Orthodox,187.96,190.5,205.0,31.0,31.0,0,0,-2,-4.0,3.0,-5,0,-3,0,-5.08,2.54,0.0,15.67,-0.11,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1.0,2:29,149.0,,,,,,,3.44,2.93,31.03,58.49,37.5,20.0,-0.5703,0.5703,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,33.33,19.3,88.89,100.0,69.23,66.67,37.63,62.0,6.25,0.0,44.26,61.45,13.89,50.0,1355.0,1400.0,1662.3109,1500.0,290.506,350.0,0.0,0.0,1.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,175.0,4.0,1.0,3.0,0.0,0.3912,0.3824,0.0,0.5,0.2812,0.3489,0.1949,1.0,0.404,0.3174,0.3242,0.1424,1.8188,1.0868,0.0,1.834,27.7383,31.3339,94.5993,78.8846,46.4643,32.4124,4.7399,1.57,0.0,1.74,5.2724,2.156,0.0407,0.5267,0.9218,0.0,0.3448,0.0,0.0,0.4,0.0,1.0,0.057,0.1093,4.6989,1.44,0.0,0.08
Brian Stann,Mike Massenzio,180.0,-220.0,180.0,45.45,2010-08-01,"San Diego, California, USA", USA,Red,0,Middleweight,MALE,3,1,0,0,1.5,0.25,1.5,0.5,0.5,1,1.0,2,0,0,0,0,0,1,0,1.0,Southpaw,187.96,185.42,185.0,1,0,0,2.6,0.35,0.0,0.0,0.0,2,2.0,10,0,0,0,2,0,0,0,2.0,Orthodox,185.42,187.96,205.0,29.0,27.0,0,0,-1,-1.0,1.0,-8,0,0,1,2.54,-2.54,2.0,-21.75,1.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,3.0,3:10,790.0,,,,,,,1.56,2.05,73.5,25.0,50.0,0.0,-0.25,0.25,0.0,-1,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,17.77,0.0,62.07,0.0,94.59,0.0,84.18,25.0,33.33,0.0,76.11,100.0,20.0,0.0,1400.0,1400.0,1662.3109,1662.3109,290.319,290.506,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.0,1.0,0.0,0.0,0.3261,0.3,0.0,0.4,0.1576,0.3,0.679,0.0,0.2489,0.3,0.165,0.3536,2.6637,0.7024,0.0,3.421,28.6986,54.8207,56.5911,0.0,45.0617,55.8111,1.5982,0.5967,0.0,4.0909,2.132,2.6082,0.5422,0.0,0.0,10.0578,0.0,0.0,0.0,0.0,0.0,0.0,0.0214,0.3848,1.7859,0.5967,0.0,0.0
Darren Elkins,Charles Oliveira,200.0,-240.0,200.0,41.67,2010-08-01,"San Diego, California, USA", USA,Blue,0,Lightweight,MALE,3,0,0,0,,,,,,0,0.0,0,0,0,0,0,0,0,0,0.0,Orthodox,177.8,187.96,155.0,0,1,0,0.0,0.0,0.0,1.0,0.5,1,0.0,1,0,0,0,0,1,0,0,1.0,Orthodox,177.8,180.34,145.0,26.0,20.0,0,-1,-1,-1.0,0.0,-1,0,-1,0,0.0,7.62,6.0,0.0,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,0:41,41.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.0,1400.0,1662.3109,1662.3109,290.506,290.506,1.0,0.0,1.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4545,0.0,1.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2273,0.0,0.0,0.0,0.0,0.0
Rob Kimmons,Steve Steinbeiss,-195.0,168.0,51.28,168.0,2010-08-01,"San Diego, California, USA", USA,Red,0,Middleweight,MALE,3,1,0,0,1.78,0.36,0.0,0.0,0.0,0,1.0,1,0,0,0,0,0,0,0,0.0,Orthodox,190.5,190.5,185.0,1,0,0,2.19,0.39,1.5,0.5,0.33,1,2.0,6,0,0,0,0,0,2,0,2.0,Orthodox,177.8,185.42,185.0,29.0,29.0,0,0,-1,-2.0,1.0,-5,0,0,-2,12.7,5.08,0.0,-2.75,-1.5,-0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,1.23,0.0,52.63,0.0,0.0,0.0,0.1859,0.0,0.1859,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,53.85,0.0,50.0,0.0,100.0,0.0,69.23,0.0,16.67,0.0,63.64,0.0,20.0,0.0,1400.0,1400.0,1337.6891,1337.6891,290.319,290.506,0.0,0.0,0.0,0.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,1.0,0.0,1.0,0.0,0.3914,0.3684,0.2615,0.0,0.3262,0.3333,0.5077,1.0,0.2885,0.3684,0.289,0.0,1.4509,1.4895,1.6737,0.0,29.8382,51.4652,77.0175,100.0,23.6191,28.9762,2.1035,1.7797,0.9897,0.0,3.0452,2.2881,1.0315,0.0,6.2341,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.2813,0.0805,2.3795,1.7797,0.0,0.0
Brock Lesnar,Shane Carwin,-145.0,135.0,68.97,135.0,2010-07-03,"Las Vegas, Nevada, USA", USA,Red,1,Heavyweight,MALE,5,0,4,0,6.47,0.52,0.0,0.25,0.12,4,0.0,4,1,0,0,0,4,0,0,4.0,Orthodox,187.96,203.2,265.0,0,3,0,3.74,0.79,0.25,2.25,0.83,3,1.0,8,2,0,0,1,2,0,0,3.0,Orthodox,190.5,205.74,265.0,32.0,35.0,0,1,1,1.0,1.0,-4,-1,2,0,-2.54,-2.54,-3.0,-17.0,-0.25,-2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2.0,2:19,439.0,,,,,,,0.89,3.24,48.84,59.26,66.67,0.0,0.3384,0.0232,0.3617,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,66.67,44.44,100.0,100.0,100.0,0.0,67.86,59.26,14.29,0.0,66.67,61.9,66.67,50.0,1400.0,1445.0,1500.0,1337.6891,350.0,290.506,0.0,1.0,0.0,1.0,1400.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,175.0,98.0,0.0,0.0,0.0,0.0,0.829,0.5822,0.8308,0.0923,0.7681,0.5441,0.8769,0.6,0.5569,0.1692,0.1164,0.1909,3.6557,7.772,2.1423,1.5935,60.1647,40.077,74.2402,90.8955,48.756,22.3048,5.7954,8.7411,4.0937,1.8259,0.8945,2.3545,0.4956,3.8507,0.1846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7409,0.4126,5.079,8.7411,0.0,0.0
